1590,-840,15,true
1590,-840,15,true
1590,-870,15,true
1590,-870,15,true
1590,-870,15,true
1590,-870,15,true
1590,-870,15,true
1890,-810,15,true
1890,-810,15,true
1890,-810,15,true
1890,-810,15,true
1950,-810,15,true
1950,-810,15,true
1950,-810,15,true
1950,-810,15,true
1950,-810,15,true
1950,-810,15,true
1950,-810,15,true
1950,-840,15,true
1950,-840,15,true
1950,-840,15,true
1950,-840,15,true
1950,-840,15,true
1950,-840,15,true
1890,-840,15,true
1890,-840,15,true
1890,-840,15,true
1890,-870,15,true
1890,-870,15,true
1890,-870,15,true
1890,-870,15,true
1920,-870,15,true
1920,-870,15,true
1920,-870,15,true
1920,-870,15,true
1950,-870,15,true
1950,-870,15,true
1950,-870,15,true
1950,-870,15,true
1920,-810,7,true
1920,-810,7,true
1920,-810,7,true
1920,-840,7,true
1920,-840,7,true
1920,-840,15,true
1920,-840,15,true
1920,-840,15,true
1920,-810,15,true
1920,-810,15,true
1920,-810,15,true
1620,-810,7,true
1620,-810,7,true
1620,-810,7,true
1620,-840,7,true
1620,-840,7,true
1620,-840,7,true
1620,-840,7,true
1620,-840,15,true
1620,-840,15,true
1620,-840,15,true
1620,-840,15,true
1620,-810,15,true
1620,-810,15,true
1620,-810,15,true
1620,-810,15,true
1650,-840,15,true
1650,-840,15,true
1650,-840,15,true
1650,-840,15,true
1650,-690,48,false
1680,-690,48,false
1860,-690,48,false
1890,-690,48,false
1740,-660,41,false
1770,-660,41,false
1800,-660,41,false
1560,-720,17,false
1980,-720,17,false
2130,-690,20,false
1410,-690,20,false
2220,-630,19,false
1320,-630,19,false
1470,-720,14,false
2070,-720,14,false
1530,-630,10,false
1500,-630,10,false
1470,-630,10,false
1440,-600,10,false
1410,-600,10,false
1350,-570,10,false
1380,-570,10,false
1320,-540,10,false
2010,-630,10,false
2040,-630,10,false
2070,-630,10,false
2100,-600,10,false
2130,-600,10,false
2160,-570,10,false
2190,-570,10,false
2220,-540,10,false
1680,-840,15,true
1680,-840,15,true
1680,-840,15,true
1680,-840,15,true
1710,-840,15,true
1710,-840,15,true
1740,-810,15,true
1740,-810,15,true
1740,-810,15,true
1740,-810,15,true
1770,-810,15,true
1770,-810,15,true
1770,-810,15,true
1800,-810,15,true
1800,-810,15,true
1800,-810,15,true
1800,-810,15,true
1830,-840,15,true
1830,-840,15,true
1830,-840,15,true
1830,-840,15,true
1860,-840,15,true
1860,-840,15,true
1860,-840,15,true
1860,-840,15,true
1860,-840,15,true
1710,-660,35,true
1710,-660,35,true
1710,-660,35,true
1710,-660,35,true
1830,-660,34,true
1830,-660,34,true
1830,-660,34,true
1830,-660,34,true
1830,-660,34,true
1710,-660,41,false
1830,-660,41,false
1530,-720,56,false
2010,-720,56,false
